test_text,true_label,A_pred,char_cosine_max,jaccard_max,bucket,nearest_train_text
"Rs.51 Welcome Bonus CREDITED! Sign up for Airtel wallet now and enjoy easy,secure payments. Join today i.airtel.in/get_Rs51",spam,unwanted,0.2919,0.2368,novel_lt_0.9,FLAT Rs40 CASHBACK on Bill Payments of Rs80 and above. Download Airtel Thanks App and open your Airtel Money Wallet. Click i.airtel.in/walletB
"Facing network issues, will try rejoin",ham,legit,0.6232,0.3333,novel_lt_0.9,Facing some network issue will join in 5 mins
Check in,ham,legit,0.5988,0.5,novel_lt_0.9,Good morning Check in
The market conditions weren't great so any profit is already good,ham,legit,0.2435,0.2105,novel_lt_0.9,Thanks I've already sold it
Watch India vs Sri Lanka series LIVE on SonyLIV with Airtel Xstream Play. Click to watch - https://open.airtelxstream.in/India_Srilanka_Match,spam,unwanted,0.6837,0.6957,novel_lt_0.9,Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1
OMG! The Biggest offer just got Bigger ONLY for YOU @Max Fashion FLAT 50% OFF on ENTIRE SALE merchandise + EXTRA 10% OFF Use Code: XHQ4GD5 ONLY till Sunday TnC,spam,unwanted,0.5563,0.4857,novel_lt_0.9,OMG..The biggest offer of the season is here at MAX Fashion! EVERYTHING @FLAT 50% OFF!! Get FLAT 50% OFF on ENTIRE SALE merchandise ONLY till Sunday Rush! TnC
"Recent market conditions have been unstable, leading to a reduction in our previous profits. Don't be discouraged; Professor Sohan Sharma will also adjust the strategies accordingly. Although the mark",ham,legit,0.3875,0.1639,novel_lt_0.9,Today's sharing ends here. We will meet again tomorrow night. The topic for tomorrow's session will be the application of the MACD technical indicator
In mobile,ham,legit,0.6693,0.3333,novel_lt_0.9,Mobile or laptop
Today's sharing ends here. Let's celebrate this great festival together tomorrow????????,ham,legit,0.322,0.1724,novel_lt_0.9,Today's sharing ends here. We will meet again tomorrow night. The topic for tomorrow's session will be the application of the MACD technical indicator
Did you know? Now you can order Airtel SIM online and get it delivered for free from the comfort of your home with no paperwork. Click i.airtel.in/awj,spam,unwanted,0.5084,0.4737,novel_lt_0.9,Now buying a SIM online is quick & easy! Switch to Airtel prepaid from comfort of your home and get the SIM delivered for FREE. Click i.airtel.in/p-ds3
It's not working in my phone nd it's your email ac is blocked,ham,legit,0.5596,0.2222,novel_lt_0.9,It's working now
Don't click on suspicious link or download App that promises fake part/full time jobs.,spam,unwanted,0.8484,0.6842,novel_lt_0.9,Do not click on suspicious link or download App which promises fake part /full time jobs.
"Special Offer of Validity Loan - Get 1.5GB data, Incoming & Outgoing calls for 1 day at NO upfront cost! Your next Airtel unlimited pack will be valid for 1 day less. Dial *567*2# to claim. Please ign",spam,unwanted,0.2936,0.2549,novel_lt_0.9,"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App."
I will try to join even early,ham,legit,0.5206,0.4286,novel_lt_0.9,I will try
"For Internet Safety, RAHO DO KADAM AAGEY. Never click unknown link or share your Bank details. To know more, click here i.airtel.in/e/SafetyFirst . Issued in public interest by Google & Airtel.",spam,unwanted,0.2534,0.1837,novel_lt_0.9,I have internet issue
Hi Ranjith,ham,legit,0.6916,0.5,novel_lt_0.9,Ok Ranjit
Why it is late ?,ham,legit,0.2614,0.2857,novel_lt_0.9,?
Will join in 10 mins,ham,legit,0.7687,0.4444,novel_lt_0.9,Will join by 10 to 15 mins late
"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance",spam,unwanted,0.9858,1.0,near_dup_ge_0.9,"Hi Vi customer, A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance."
""" Professor, I have already added you""",ham,legit,0.3485,0.3333,novel_lt_0.9,GRAPHITE is up 4% and I've already sold Thank you Professor
Hi team today??s team meeting is must attend for all as discussed and agreed please make sure everyone join the meeting,ham,legit,0.489,0.3214,novel_lt_0.9,Join to teams meeting
Congratulations!Rs20 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 30 days on UL Daily Data packs of Rs249+,spam,unwanted,0.2485,0.2222,novel_lt_0.9,Congratulations on making a profit
I am in shift kk..,ham,legit,0.4136,0.375,novel_lt_0.9,Who are on shift now ?
I am facing some issue,ham,legit,0.8112,0.8333,novel_lt_0.9,I am facing some network issue
Earlier it doesn't work,ham,legit,0.3465,0.3,novel_lt_0.9,I will definitely inform earlier
Tired of calling someone & they are continuously unreachable? Now get notified as soon as they are available to take calls ONLY on Airtel Thanks app. Click i.airtel.in/RMCA_air,spam,unwanted,0.8276,0.6774,novel_lt_0.9,"Tried calling someone, but they were not reachable? Get notified as soon as they are available to take calls ONLY on Airtel Thanks app. Click i.airtel.in/RMCA_air"
It's indeed just shy of a key level but this week is expected to see continued gains,ham,legit,0.2561,0.25,novel_lt_0.9,However the market is not expected to perform too poorly this week
Start discussing on topics,ham,legit,0.4398,0.1429,novel_lt_0.9,Will discuss
"LAST CHANCE to get 18+OTTs free! #GrabTheLoOTT now. Participate and Unlock your EXCLUSIVE DEAL with Xstream Entertainment festival. To know more, visit Airtel Thanks App, Tnc apply https://open.airtel",spam,unwanted,0.8405,0.7381,novel_lt_0.9,"You can Watch John Wick 4 for FREE!! #GrabTheLoOTT and unlock your EXCLUSIVE DEAL. Get a chance to get 18+ OTTs free with Xstream Entertainment festival. To know more, visit Airtel Thanks App, Tnc app"
Recharge & Get 2GB FREE on Airtel Thanks App! Enjoy FREE 2GB data when you recharge with selected Prepaid plans. T&C. Download Thanks App now i.airtel.in/free_2GBdata,spam,unwanted,0.9398,0.9167,near_dup_ge_0.9,Get FREE 2GB DATA on Thanks App! Enjoy FREE 2GB data when you recharge with selected Prepaid recharges. T&C. Download Thanks App now i.airtel.in/free_2GBdata
Okay Jerold,ham,legit,0.719,0.5,novel_lt_0.9,Sure jerold
Good evening Mr Arvind Singh Check in,ham,legit,0.9124,0.7143,near_dup_ge_0.9,Good evening Mr Arvind Singh
Restarting laptop,ham,legit,0.9873,0.6667,near_dup_ge_0.9,Laptop is restarting
Hi team anyone facing outlook issues ?,ham,legit,0.4688,0.3333,novel_lt_0.9,I am not facing any issue
You got locked out ?,ham,legit,0.5747,0.2857,novel_lt_0.9,"Not locked kk, says blocked"
"The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't",ham,legit,0.316,0.1579,novel_lt_0.9,I sold it and am now waiting for the stock recommended by the professor today
"Pack on 8089XXX424 will expire soon! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day, UL calls for 84 days at Rs719. i.airtel.in/RechargeNow",spam,unwanted,0.7505,0.6774,novel_lt_0.9,"Alert for 8089XXX424 ! Get free access to 1 channel on Airtel Xstream App, 1.5GB/day + Free 500MB/day, UL calls for 28 days at Rs299. i.airtel.in/RechargeNow"
"Its MY SALE MY WAY at shoppersstop.com Enjoy upto 50% OFF + Use Code AC2K & get Rs.250 off on Rs.2500 & Rs.500 off on Rs.4000 Click bit.ly/SS_ESS to shop for your favourite brands in Watches, Bags & A",spam,unwanted,0.8633,0.8462,novel_lt_0.9,"Its MY SALE MY WAY at shoppersstop.com Enjoy upto 50% OFF + Use Code ATV25 & get Rs.250 off on Rs.2500 & Rs.500 off on Rs.4000 Click bit.ly/SS_com to shop for your favourite brands in Apparel, Footwea"
"Data Alert! 7.53MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam,unwanted,0.9074,0.8621,near_dup_ge_0.9,"Data Alert! 8.73MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack."
"Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak ????????",ham,legit,0.2963,0.1951,novel_lt_0.9,There's a lot of content to understand carefully
CONGRATULATIONS! FREE 2GB data coupon is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR,spam,unwanted,0.9548,0.9412,near_dup_ge_0.9,CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR
If there isn't any further rise by the end of the session it's better to sell,ham,legit,0.2667,0.2593,novel_lt_0.9,The trading volume is likely to increase towards the end of the session
Failure is the key to success,ham,legit,0.2788,0.2727,novel_lt_0.9,"My WiFi is not working because of power failure, my network is not good."
"Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading here????",ham,legit,0.2587,0.2344,novel_lt_0.9,"??????Don't make impulsive decisions. No one wants to lose money, but losses are inevitable in the investment market. If you don't know whether you should sell the stock, please contact me or my assis"
"MDC is HUB, no need to engage Dxc through HPSM",ham,legit,0.4841,0.2857,novel_lt_0.9,If we have issues with MDC site we need to write mail to Steve mullan and engage Dxc through mail
Happy diwali to all,ham,legit,1.0,1.0,near_dup_ge_0.9,Happy Diwali to all
In the corner,ham,legit,0.5649,0.3333,novel_lt_0.9,Ohh yes on the upper left corner
I'm able to think independently so I can understand greed and fear ????????????????,ham,legit,0.3679,0.1765,novel_lt_0.9,????????
It's like Aruba sdwan os??,ham,legit,0.2239,0.25,novel_lt_0.9,"Hi RamPrakesh, welcome in SDWAN Bau team group"
Happy end to this week's trading.,ham,legit,0.3251,0.2222,novel_lt_0.9,Happy 2021
IRFC,ham,legit,0.038,0.0,novel_lt_0.9,Irrespective of shift timing this is mandatory for everyone
Network issue,ham,legit,0.9012,0.6667,near_dup_ge_0.9,I got Network issue
Firstly technical technical analysis is based on three main assumptions,ham,legit,0.3961,0.1538,novel_lt_0.9,"Technical analysis typically applies to hourly and daily charts, but the rise and fall cycles of each stock can vary. Whether for long-term or short-term investments, this variability must be consider"
It's rising so fast already up by more than 5%,ham,legit,0.3515,0.1538,novel_lt_0.9,Thanks I've already sold it
"Congrats, Get Credit Limit up to Rs 4 lakh on American Express Membership Rewards(R) credit card. T&C Apply. Click- http://1kx.in/3DF3kO Team PB",spam,unwanted,0.8586,0.9259,novel_lt_0.9,"Congrats, Get Credit Limit up to Rs 4 lakh on American Express Membership Rewards(R) credit card. T&C Apply. Click- http://1kx.in/yAGutU Team PB"
"Premium movies only for you! Watch Oru Adaar Love, Anjaam Pathiraa, Solo, Kakshi: Amminippilla, Manorama news & more on Vi Movies & TV app! Click bit.ly/Vi-mv34",spam,unwanted,0.8846,0.7143,novel_lt_0.9,"Anjaam Pathiraa, Bigil, Oru Adaar Love, Solo, Kakshi: Amminippilla, Manorama News! Get unlimited movies & more on Vi Movies & TV app! Click bit.ly/Vi-mv34"
My phone actually dropped in the bucket,ham,legit,0.3248,0.2,novel_lt_0.9,Actually most of us is not in Bangalore
LAST FEW DAYS - Don't miss out shopping at Pantaloons this weekend: 1. You get assured vouchers worth Rs3000 on shopping of Rs3000 2. You get a chance to win a trip to BALI To check out our vacay shop,spam,unwanted,0.3273,0.25,novel_lt_0.9,Wanderlust calling! Seaside paradise or Mountain Get-aways Nature trails or Romantic rides Its time to immerse into ur dreamland Its time to WEAR YOUR HOLIDAY with Pantaloons Visit a Pantaloons store 
"The auction has ended, and everything looks good so far. It's just uncertain how things will turn out once trading begins.",ham,legit,0.2745,0.1667,novel_lt_0.9,Everything will be alright
"Welcome to the world of Smartphones! To enjoy best quality Voice & high-speed Data on Vi GIGAnet, switch ON Data & VoLTE. Click bit.ly/ViApp21 for Data offers",spam,unwanted,0.4027,0.3889,novel_lt_0.9,Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers
Don't miss out on FREE SIM delivery of Airtel Prepaid! Now activate from the comfort of your home. Order today i.airtel.in/awj,spam,unwanted,0.4716,0.3448,novel_lt_0.9,Now buying a SIM online is quick & easy! Switch to Airtel prepaid from comfort of your home and get the SIM delivered for FREE. Click i.airtel.in/p-ds3
That's awesome????????,ham,legit,0.5672,0.2857,novel_lt_0.9,Awesome
Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 22nd Aug 2021. TnC,spam,unwanted,0.8735,0.8333,novel_lt_0.9,Rs.250 credited as FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 25th July 2021. TnC
Good evening everyone????????????????,ham,legit,0.5296,0.3333,novel_lt_0.9,????????????????
Good evening sir Check in,ham,legit,0.8887,0.8,novel_lt_0.9,Good evening Check in
Hmm ok,ham,legit,0.6908,0.3333,novel_lt_0.9,Hmm me too
Congratulations!Rs40 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 60 days on UL Daily Data packs of Rs399+,spam,unwanted,0.2475,0.2222,novel_lt_0.9,Congratulations on making a profit
Good evening sir Wish you a happy holiday,ham,legit,0.623,0.375,novel_lt_0.9,Good evening sir
Will chk now,ham,legit,0.3462,0.3333,novel_lt_0.9,Pinged on teams can u please chk it kk
Why haven't I recommended early morning stocks at 10,ham,legit,0.3412,0.2143,novel_lt_0.9,I sold it and am now waiting for the stock recommended by the professor today
"Well, as you all know, I like to share simple and practical investment tips.",ham,legit,0.2148,0.2105,novel_lt_0.9,Investment Strategies India
"???????????? US PPI rose 2.2% year-on-year in July, lower than expected and sharply down from the previous value of 2.7%; traders have since increased their bets on Fed easing.",ham,legit,0.267,0.2419,novel_lt_0.9,""" Let's first focus on the international market. Due to the continued decline in U.S. inflation, bond market investors have increased their bets that Federal Reserve officials will cut rates by 25 bas"
Happy and prosperous new year 2021 to you all and your family.,ham,legit,0.4657,0.4545,novel_lt_0.9,Happy New Year to all
Same here,ham,legit,0.6338,0.5,novel_lt_0.9,Yes same to me
India vs NZ Test Series Finals. Watch LIVE with 1yr Disney+ Hotstar VIP on 401 recharge. Also get 100GB Data+Unlimited Calls for 28days. Click bit.ly/ViHotstar1,spam,unwanted,0.543,0.3478,novel_lt_0.9,Akshay Kumar ki latest film Laxmii dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHots
Buying towards the close is a bit more secure,ham,legit,0.2899,0.2308,novel_lt_0.9,The trading volume is likely to increase towards the end of the session
"If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private message",ham,legit,0.2603,0.1719,novel_lt_0.9,No worries there will be plenty of opportunities in the future
Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale,spam,unwanted,0.4622,0.4242,novel_lt_0.9,Lenskart EOSS is LIVE! Upto 50% OFF + BUY1GET1 FREE with Gold membership on Eye & Sunglasses!TnC Apply Nearest Store lskt.me/u4 Chat lskt.me/Helpme
"Alert! Your Vi Unlimited pack EXPIRES in 7 Days. Recharge with best offers: bit.ly/ViRC20 1)299:5GB+4GB/D+UL,28D 2)699:4GB/D+UL,84D",spam,unwanted,0.9089,0.8571,near_dup_ge_0.9,"Alert! Your Vi Unlimited pack EXPIRES in 6 Days. Recharge with best offers: bit.ly/Vi121NAT 1)299:5GB+4GB/D+UL,28D 2)699:4GB/D+UL,84D"
"Dear employee, get Rs. 250 cashback on KYC completion within 3 days and 100% FREE transactions till 31st Dec. To get your hard-earned salary in 30 seconds on Refyne, Sign up & Complete KYC to use the ",spam,unwanted,0.2454,0.1818,novel_lt_0.9,"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/gi4nEW Team Refyne"
"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",ham,legit,0.3822,0.2,novel_lt_0.9,"Learning makes people grow continuously, and only with enough knowledge can you gain a firm foothold in this market. No matter which field you are in, you need to keep learning. Knowledge is the capit"
"It's okay, I can accept that. Making money isn't achieved in a single trade; it's a long-term process",ham,legit,0.2519,0.2,novel_lt_0.9,As long as it's not bad it's fine
Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Cheer_for_India,spam,unwanted,0.7173,0.9,novel_lt_0.9,Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1
"Short-term borrowing costs in India declined to the lowest in nearly two years, reflecting a buildup of liquidity in the banking system just as calls for central bank policy pivot mount.",ham,legit,0.1933,0.1321,novel_lt_0.9,"The underlying logic of the DIF (Difference) is that the short-term Exponential Moving Average (EMA) reflects the current price trend, while the long-term EMA reflects earlier price trends. Therefore,"
I set an automatic sell at 115,ham,legit,0.1523,0.2,novel_lt_0.9,Investing in the automobile sector is proving to be better than in the FMCG sector
"Durga Puja Special Offer@SMART Point Store,BOGO Bikaji Gulab Jamun 1Kg,B2G1 Bingo Potato Chilli Chip 60g,Good Life Mix Dry Fruits 500g Rs 279, bit.ly/3cbREQe TC",spam,unwanted,0.2578,0.234,novel_lt_0.9,"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/ Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC"
"Last chance to save Rs 600 on annual recharge! Recharge now with Rs. 2999 before pack prices go up. Enjoy UL Calls, 2GB/day & 100 SMS/day for 365 days. Hurry now ! i.airtel.in/RCH4G",spam,unwanted,0.2819,0.234,novel_lt_0.9,"Hi, we saw that you could not complete your recharge. You can now try again to recharge your Airtel number. Click now i.airtel.in/RechargeNow"
BIGGEST OFFERS@VISHAL 25-26Sep TataTea Rs140OFF Biscuits Buy2Get1 Tide5kg Rs115OFF Electric Kettle Rs499 SpinMop 549 + FREE GIFT on Rs1000,spam,unwanted,0.2783,0.1944,novel_lt_0.9,"Biggest Diwali Offers@ VISHAL MEGA MART Electric Kettle 1.5L (Mrp 1299) Only Rs 499 ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag TnC"
This diwali let's do big savings. Get 75% off on salary withdrawals upto ?3000. Offer valid 25th Oct-13th Nov. Sign up now weurl.co/git5r1 Team Refyne,spam,unwanted,0.8711,0.9333,novel_lt_0.9,This diwali let's do big savings. Get 75% off on salary withdrawals upto ?3000. Offer valid 25th Oct-13th Nov. Sign up now weurl.co/wiroNb Team Refyne
"The index adjustment usually follows a gradual inclusion process, and the inflow of funds is also carried out in stages",ham,legit,0.1681,0.1667,novel_lt_0.9,"Currently in the bidding process, and the prices we're seeing so far are rising"
As long as inflation doesn't rise there won't be a problem,ham,legit,0.3786,0.25,novel_lt_0.9,Okay no problem
?????? ????????? T20 ?????????? ??????????? ???? ????????? ????? ????????! 501 ??????? ?? ????????????? ?????? ??????? ?????? ???? 1 ???? ?????? ????????????? ????? ?????? ???? ????? +????????? 3GB ??,spam,unwanted,0.9976,0.2857,near_dup_ge_0.9,????????
Can I open a put option at 24600?,ham,legit,0.3518,0.25,novel_lt_0.9,Not able to open the network options
Get Lifetime FREE Card + 10% Instant Discount & 5% Cashback* at The Big Billion Days with Flipkart Axis Bank Credit Card. Apply Now: http://fkrt.it/zcpBNmuuuN,spam,unwanted,0.6695,0.6552,novel_lt_0.9,Triple Dhamaka! Lifetime FREE Card + 10% Instant Discount + 5% Cashback* during Big Billion Days with Flipkart Axis Bank Credit Card. http://fkrt.it/ypHJ5lNNNN
Team pls be atentive,ham,legit,0.3596,0.25,novel_lt_0.9,Team
No KK,ham,legit,0.6824,0.5,novel_lt_0.9,Hi Kk
KITE Victers - Study from home with this educational channel on Vi Movies & TV app. Click now - bit.ly/Vi-kite1,spam,unwanted,0.6853,0.6154,novel_lt_0.9,Study from Home with Vi!! Watch Kite Victers Channel FREE on your Mobile with Vi . Download Vi Movies and TV app now . Click bit.ly/Vi-kite2
"BUY1 GETT1 FREE with Lenskart Gold membership! Explore latest collection of Eyeglasses in Italian Acetates, Sleek Metals & pastel hues.TnC Visit lskt.me/je",spam,unwanted,0.6321,0.5484,novel_lt_0.9,Buy1 Get1 FREE with Lenskart Gold Membership. Explore latest Oversized Eyeglasses Collection in Metals & Acetates for Modern Retro Vibe! TnC Visit lskt.me/JRE
FREE HELLOTUNES for music lovers like you! Also access to AD FREE 15+ Million songs. Your FREE Wynk premium subscription is waiting. Claim today open.wynk.in/Wynk2Free,spam,unwanted,0.6407,0.5625,novel_lt_0.9,"Don't miss out on unlimited FREE HELLOTUNES,access to ad free 15+Million songs.Your FREE Wynk Premium subscription is waiting for you. open.wynk.in/WynkAcqMar22"
I will join my pc is restarted,ham,legit,0.3844,0.2727,novel_lt_0.9,My laptop is restarting
Just wait for the upcoming announcements,ham,legit,0.2381,0.3,novel_lt_0.9,Wait and see
Facing issues with internet,ham,legit,0.6469,0.4,novel_lt_0.9,I have internet issue
"18+ OTT COMBO for FREE! Unlock your EXCLUSIVE DEAL with Xstream Entertainment festival. Chance to WIN OTTs worth Rs2100! To know more, visit Airtel Thanks App, Tnc apply open.airtelxstream.in/e/XEF-SM",spam,unwanted,0.743,0.6364,novel_lt_0.9,"You can Watch John Wick 4 for FREE!! #GrabTheLoOTT and unlock your EXCLUSIVE DEAL. Get a chance to get 18+ OTTs free with Xstream Entertainment festival. To know more, visit Airtel Thanks App, Tnc app"
""" Good afternoon, investors. The market has now closed, so let's do a quick summary.""",ham,legit,0.8943,0.8125,novel_lt_0.9,""" Good afternoon, investors. The market has closed, so let's do a brief summary."""
Letting you know,ham,legit,0.6007,0.25,novel_lt_0.9,Just letting all know about the situation
"Eid Mubarak! Stay home, stay safe & enjoy blockbuster movies, live TV shows, news, web-series all on Vi Movies & TV app! Just click bit.ly/Vi-moviess",spam,unwanted,0.4945,0.4333,novel_lt_0.9,Covid cases & lockdown updates - Stay safe & get LIVE news with Manorama news on Vi Movies & TV app! Click bit.ly/Vi-moviess
GREAT VALUE DATA PACK! Now get 1GB data with Rs19 Airtel pack. Valid for 1 day. Recharge now i.airtel.in/OFFER4,spam,unwanted,0.4788,0.3333,novel_lt_0.9,"Don't let daily data limit interrupt your data experience. Now get 3GB+ FREE 2GB data for Rs58 with Airtel Thanks App, valid as per current pack validity. Recharge now i.airtel.in/OFFER8"
Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat,spam,unwanted,0.4603,0.2571,novel_lt_0.9,"Athmave Poo is now on Wynk Music App. Don't miss out on Ad-free HD music with over 15 Mn songs, unlimited hellotunes & downloads with your Wynk Premium Subscription. Download today https://open.wynk.i"
""" Additionally, the Federal Reserve has moved away from relying solely on data points and is now focusing on a broader outlook and risk balance. The current Fed is one that prioritizes employment data",ham,legit,0.3187,0.1739,novel_lt_0.9,The Federal Reserve only looks at the data
Lockdown in Kerala from May 8th - Get all LIVE news from the safety of your home with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,spam,unwanted,0.5796,0.4375,novel_lt_0.9,Covid cases & lockdown updates - Stay safe & get LIVE news with Manorama news on Vi Movies & TV app! Click bit.ly/Vi-moviess
The market weakening now is an opportunity for us,ham,legit,0.4075,0.3333,novel_lt_0.9,The same goes for the weakening US economy
Okay Thank you,ham,legit,0.7627,0.5,novel_lt_0.9,Okay
"I am not comforting you because the stocks I recommended recently suffered a floating loss, but because I treat every member as a friend????????",ham,legit,0.2589,0.1739,novel_lt_0.9,Because it??s third time you are asking
I feel powerless and guilty about the trading situation in the past two weeks.,ham,legit,0.3231,0.1765,novel_lt_0.9,Just letting all know about the situation
Y0u have receive a B0nus of Rs.51OOO/- in Y0ur wallet A/count no XX11 0n 26-O8-2O24. M0ve to Y0ur Bank A/c OI1.in/2rn2ds!8cpr814,spam,unwanted,0.3164,0.2381,novel_lt_0.9,"Congrats, Y0UR Received Rs.592000 L0AN is Approve on 15-O8-2O24. Zero documentation. Withdraw directly to Y0UR bank A/c. SR3.in/O15E-2i19i9DA02i4"
You deserve superfast unlimited?5G!?Upgrade to a?5G?handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,spam,unwanted,0.8077,1.0,novel_lt_0.9,You deserve superfast unlimited 5G! Upgrade to a 5G handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL
You said above stmt and after that no action from you,ham,legit,0.269,0.1538,novel_lt_0.9,That's what I said ??
"ENTERTAINMENT ALERT! Enjoy LIVE TV,movies,sports & lot more.Get access to SonyLIV,ErosNow & 11+ OTTs on Airtel Xstream App. Click open.airtelxstream.in/14_OTT",spam,unwanted,0.4324,0.2973,novel_lt_0.9,"Exclusive for Airtel users: Access TV shows, movies, and live channels for free with Airtel Xstream Play. Download now, click - open.airtelxstream.in/FREE_ENTERTAINMENT"
"Hi team, will be joining 15 min late",ham,legit,0.9184,1.0,near_dup_ge_0.9,"Hi Team, will be joining 20 min late"
Salarpuria arena building,ham,legit,0.0766,0.0,novel_lt_0.9,Aren??t u admin?
Koi Hindi bolane wala hai bhai,ham,legit,0.1188,0.1538,novel_lt_0.9,""" Hindi , Gujarati,kannad ,English ,french itni language aati hai"""
""" Good evening, investors. It's time for our weekend review. Let's first focus on the international front.""",ham,legit,0.4871,0.4348,novel_lt_0.9,""" Good morning, investors. It's now the morning session, and let??????s first focus on international news."""
"Dear Greencard member, Your profile seems to be incomplete Some of your Greencard benefits may be locked due to missing information. Click s.cplry.com/MjEwMjk0MDQ3KzE to review ur membership details &",spam,unwanted,0.4301,0.2453,novel_lt_0.9,Congratulations! Your Pantaloons Greencard membership has been activated - To know more about the Greencard program & associated T&C click s.cplry.com/MjAyODAxMzI3KzE - To verify your details & ensure
This time the rate cut in September seems inevitable,ham,legit,0.3716,0.2105,novel_lt_0.9,So the idea that the Fed will cut rates in September is just market speculation
Ok cool,ham,legit,0.2598,0.5,novel_lt_0.9,Ok good
Continue being an Insider Check out the new criteria to retain your Insider membership Click here to read more http://smsd.in/bj7wO83oX,spam,unwanted,0.5354,0.2895,novel_lt_0.9,7 days left to save your Insider membership It was a pleasure having you as an Insider & we'd like that to continue Click to know more http://smsd.in/bl2mKc9UT
???? then I will be in start only.. I will not move to CCNA????,ham,legit,0.5077,0.3077,novel_lt_0.9,????
Pls join Daily touchpoint call. I will join lil bit late ..,ham,legit,0.4529,0.4167,novel_lt_0.9,Pls join the call
""" Hello everyone, I am Arvind Singh the assistant to Mr. Anand Selvakesari, Chief Investment Officer at StockHolding Corporation of India Limited. It's a pleasure to connect with you all.""",ham,legit,0.2233,0.1765,novel_lt_0.9,Good evening Mr Arvind Singh
"Hi Team, I'll join by 30 mins late..",ham,legit,0.6531,0.7,novel_lt_0.9,"Hi Team, I'll login 30 mins late"
Want Unlimited high speed data? Join Vi Postpaid on Entertainment plus 699 plan to enjoy unlimited high speed data & calls with 1 year subscription of Amazon prime and Diney+ Hotstar VIP. To know more,spam,unwanted,0.9488,1.0,near_dup_ge_0.9,Want Unlimited high speed data? Join Vi Postpaid on Entertainment plus 699 plan to enjoy unlimited high speed data & calls with 1 year subscription of Amazon prime and Diney+Hotstar VIP.To know more w
"I just called and for 2 min it was ringing,",ham,legit,0.1952,0.2143,novel_lt_0.9,Top trending callertunes for your callers. Just download Vi Callertune APP and set your callertune. Click bit.ly/APP-CT
Crazy,ham,legit,0.0327,0.0,novel_lt_0.9,"It feels like returning to student days, learning a new skill from scratch"
